"","Price","SQFT","Bedrooms","Baths","Age","Occupancy","Pool","Fireplace","Waterfront","DOM"
"113",260000,3052,3,2,8,1,0,1,1,33
"114",95000,2332,3,2,8,2,0,0,0,37
"115",188000,3125,3,2,8,1,0,1,0,10
"116",138900,2083,3,2,8,1,0,1,0,61
"117",163000,2207,3,2,8,1,0,1,0,76
"118",115000,2007,3,2,8,2,0,1,0,6
"119",142900,1995,3,2,8,1,1,1,0,49
"120",168500,2201,3,2,8,1,0,1,0,30
"121",146000,2128,3,2,8,1,0,1,0,32
"122",106000,1843,3,2,8,2,0,1,0,5
"123",124400,1848,3,2,8,1,0,1,0,176
"124",124000,1372,3,2,8,1,0,1,0,7
"125",177500,2636,3,2,8,1,0,1,0,8
"126",149900,2228,3,2,1,2,0,1,0,77
"127",161500,2302,3,2,8,1,0,1,0,28
"128",142900,1992,3,2,8,1,0,1,0,70
"129",161900,2415,3,2,5,1,0,1,0,30
"130",100900,1514,3,2,8,1,0,0,0,11
"131",146400,2444,3,2,8,1,0,1,0,42
"132",113700,2016,3,2,5,1,0,0,0,5
"133",171000,1588,3,2,5,3,0,0,0,51
"134",168000,2325,3,2,5,1,1,1,0,24
"135",149000,2135,3,2,5,1,0,1,0,37
"136",125000,1882,3,2,5,2,0,1,0,77
"137",75000,1617,3,2,5,2,0,0,0,40
"138",125000,2127,3,2,2,2,0,0,0,59
"139",130900,2062,3,2,5,1,1,1,1,18
"140",109500,1970,3,2,5,1,0,0,0,11
"141",103900,1716,3,2,5,1,0,0,0,8
"142",127800,2131,3,2,5,1,0,1,0,11
"143",219000,2200,3,2,2,1,0,1,0,122
"144",110050,2084,3,2,2,2,0,1,0,12
"145",206000,2342,3,2,2,2,0,1,0,27
"146",95000,1741,3,2,2,2,0,0,0,175
"147",122000,2044,3,2,2,1,0,1,0,147
"148",214000,3041,3,2,2,1,0,1,0,70
"149",115900,1700,3,2,2,1,0,1,1,4
"150",122900,2312,3,2,2,1,0,0,0,7
"151",129900,2072,3,2,2,1,0,1,0,20
"152",155536,2348,3,2,2,1,0,1,0,44
"153",169900,2342,3,2,2,1,0,1,0,50
"154",153900,2522,3,2,1,2,0,1,0,133
"155",107900,1707,3,2,2,1,0,1,0,6
"156",131000,2122,3,2,2,2,0,0,0,21
"157",114500,2103,3,2,2,2,0,1,0,18
"158",114900,1805,3,2,2,1,0,0,0,57
"159",130000,1980,3,2,2,2,0,0,0,460
"160",135500,2122,3,2,1,2,0,0,0,390
"161",157900,2462,3,2,1,2,0,1,0,221
"162",161000,2420,3,2,1,2,0,1,1,447
"163",124900,1840,3,2,1,2,0,1,0,7
"164",120000,1864,3,2,1,2,0,1,0,84
"165",124175,1864,3,2,1,2,0,1,0,57
"166",165900,2174,3,2,1,2,0,1,0,154
"167",207255,2135,3,2,1,1,0,0,0,36
"168",252900,2977,3,2,1,2,0,1,0,276
"169",226900,2879,3,2,1,2,0,1,0,88
"170",132000,1873,3,2,1,2,0,1,0,163
"171",124900,1921,3,2,1,2,0,1,0,155
"172",135900,1405,3,2,1,2,0,0,0,51
"173",158000,2376,3,2,1,2,0,1,0,34
"174",154650,2211,3,2,1,2,0,1,0,1
"175",188900,2813,3,2,13,2,0,1,0,10
"176",175000,2076,3,2,5,2,0,0,0,17
"177",162900,2010,3,2,1,2,0,0,0,2
"178",115900,2554,3,2,45,1,0,1,0,162
"179",109000,2145,3,2,25,1,0,1,0,40
"180",110000,1806,3,2,18,1,0,1,0,36
"181",100300,1745,3,1,35,1,0,0,0,11
"182",126900,2623,3,2,25,1,0,0,0,22
"183",92000,1401,3,1,35,1,0,0,0,4
"184",98400,2037,3,2,25,1,0,0,0,26
"185",66000,1589,3,2,25,2,0,0,0,11
"186",93300,1501,3,1,35,2,0,0,0,10
"187",89000,1588,3,2,25,2,0,0,0,101
"188",97500,1584,3,2,25,1,0,1,0,34
"189",110000,1945,3,2,25,1,0,1,0,44
"190",113000,2166,3,2,25,1,0,1,0,30
"191",99900,1495,3,2,25,1,0,0,0,10
"192",98500,2296,3,2,35,3,0,0,0,60
"193",105000,1927,3,2,25,2,0,0,0,93
"194",112000,1964,3,2,25,1,0,1,0,96
"195",116300,2773,3,2,25,1,0,1,0,24
"196",119000,2113,3,2,25,1,1,1,0,16
"197",143000,2452,3,2,18,1,0,1,0,7
"198",116000,2303,3,2,25,1,0,1,0,44
"199",186000,2940,3,2,35,1,0,1,0,36
"200",142500,2247,3,2,8,1,0,1,0,49
"201",138500,1541,3,2,13,1,0,0,0,9
"202",149500,2712,3,2,25,2,0,1,0,22
"203",106000,1510,3,2,18,2,0,1,0,21
"204",111500,2212,3,2,18,2,0,1,0,47
"205",144500,1548,3,2,8,2,0,1,0,18
"206",120500,2055,3,2,25,2,0,0,0,38
"207",109900,1860,3,2,35,1,0,0,0,0
"208",109500,1989,3,2,18,2,0,1,0,83
"209",119000,1350,3,2,8,2,0,1,0,47
"210",103000,2447,3,2,35,2,0,1,0,92
"211",139900,2800,3,2,25,2,1,1,0,6
"212",144000,2389,3,2,13,2,0,1,0,35
"213",151900,3624,3,2,25,1,0,1,0,322
"214",112400,2388,3,2,45,1,0,0,0,58
"215",119900,2490,3,2,35,1,0,0,0,135
"216",138000,2481,3,2,35,1,0,0,0,55
"217",137000,2681,3,2,35,2,0,1,0,100
"218",127000,2412,3,2,25,2,0,1,0,27
"219",118830,2130,3,2,35,2,0,0,0,12
"220",75000,2294,3,3,35,2,0,0,0,19
"221",82300,1231,3,1,35,2,0,0,0,44
"222",115000,2205,3,2,35,2,0,0,0,38
"223",129000,2701,3,2,35,2,0,0,0,6
"224",98300,1887,3,2,45,2,0,0,0,35
"225",60000,876,3,1,45,2,0,0,0,46
"226",119900,2645,3,1,35,1,0,1,0,7
"227",119500,2482,3,2,25,1,0,1,0,124
"228",127000,2011,3,2,25,1,0,1,0,18
"229",85000,1421,3,1,25,1,0,0,0,42
"230",98500,1460,3,2,25,1,0,0,0,8
"231",89000,1591,3,2,35,1,0,0,0,51
"232",103000,2827,3,2,35,1,0,0,0,67
"233",110000,2005,3,2,25,1,0,0,0,71
"234",103000,3153,3,2,35,2,0,1,0,46
"235",119900,2282,3,2,25,2,0,1,0,25
"236",134000,2086,3,2,1,2,0,1,0,3
"237",80000,2120,3,2,45,2,0,0,0,10
"238",41500,1015,3,1,45,2,0,0,0,11
"239",67500,1321,3,2,45,2,0,0,0,4
"240",77500,1330,3,1,25,2,0,0,0,28
"241",70500,1376,3,1,35,2,0,0,0,139
"242",87000,1974,3,1,35,2,0,0,0,387
"243",59895,1865,3,2,25,2,0,0,0,65
"244",42000,1489,3,1,35,2,0,0,0,12
"245",124900,2917,3,2,25,1,0,1,0,5
"246",85000,1562,3,2,25,1,0,0,0,7
"247",57000,1393,3,1,35,2,0,0,0,90
"248",93000,1963,3,1,45,2,0,0,0,40
"249",186900,2678,3,2,8,1,0,1,0,44
"250",122000,1889,3,2,25,1,0,1,0,42
"251",132000,2156,3,2,25,1,0,1,0,19
"252",135000,3029,3,2,25,1,0,1,0,56
"253",103500,1483,3,2,18,1,0,0,0,71
"254",102500,2196,3,2,25,1,0,0,0,8
"255",125000,2430,3,2,25,1,0,0,0,19
"256",130000,2051,3,2,25,1,0,0,0,31
"257",137900,1595,3,2,25,1,0,0,0,31
"258",72500,1203,3,1,35,1,0,0,0,6
"259",138900,2360,3,2,18,2,0,1,0,89
"260",109900,1858,3,2,25,2,0,1,0,349
"261",224900,3555,3,2,25,2,0,1,0,16
"262",114000,1896,3,2,1,2,0,1,0,99
"263",152500,1765,3,2,25,2,0,0,0,15
"264",148500,2135,3,2,25,1,0,1,0,48
"265",119000,1389,3,2,25,1,0,1,0,20
"266",132500,1296,3,2,18,2,0,0,0,1
"267",287500,2087,3,2,63,1,0,1,0,4
"268",190000,2628,3,3,45,1,0,1,0,7
"269",172500,3310,3,2,45,1,0,1,0,155
"270",105000,2200,3,2,25,1,0,1,0,186
"271",61500,1763,3,1,35,2,0,0,1,95
"272",148000,3027,3,2,45,1,0,1,0,79
"273",94900,2466,3,2,35,1,0,0,0,21
"274",63000,2292,3,2,45,1,0,0,0,240
"275",65500,1277,3,2,5,2,0,0,0,21
"276",87000,1377,3,2,63,2,0,0,0,15
"277",149000,2876,3,2,45,1,0,1,0,2
"278",120000,3329,3,2,35,1,0,0,0,9
"279",60000,1131,3,1,63,3,0,0,0,0
"280",57500,1847,3,2,35,2,0,0,0,11
"281",66000,1236,3,1,35,2,0,0,0,43
"282",69900,1837,3,1,63,2,0,0,0,126
"283",82900,1400,3,2,35,2,0,0,0,0
"284",45900,1801,3,1,35,2,0,0,0,72
"285",55500,810,3,1,35,2,0,0,0,27
"286",33000,1579,3,1,45,2,0,0,0,32
"287",52900,1482,3,1,45,2,0,0,0,21
"288",31000,1590,3,1,45,3,0,1,0,171
"289",95000,2041,3,2,45,3,0,0,0,42
"290",140000,2238,3,2,18,1,0,1,0,3
"291",120459,1590,3,2,35,1,0,1,0,27
"292",70300,1380,3,2,8,1,0,0,0,10
"293",142900,1668,3,2,18,2,0,1,0,6
"294",35000,1714,3,1,35,2,0,1,0,33
"295",165000,1965,3,2,63,2,1,0,0,210
"296",78000,1916,3,2,25,1,0,0,0,121
"297",128000,1958,3,2,2,1,0,1,0,49
"298",60000,1383,3,2,25,2,0,1,0,14
"299",144500,2026,3,2,5,1,0,0,0,0
"300",169900,2595,3,2,8,1,0,1,1,4
"301",127000,1862,3,2,8,1,0,1,1,29
"302",143000,1613,3,2,8,1,0,1,0,31
"303",153000,1668,3,2,8,1,0,1,0,74
"304",170000,2477,3,2,8,1,0,1,0,1
"305",172000,2268,3,2,8,1,0,0,0,11
"306",112900,2090,3,2,13,2,0,1,0,14
"307",176900,2374,3,2,1,2,0,1,0,203
"308",130000,2353,3,2,13,2,0,1,0,77
"309",64000,1811,3,2,8,2,0,0,0,15
"310",63000,1386,3,1,25,2,0,0,0,70
"311",36000,900,3,1,35,3,0,0,0,40
"312",62500,1763,3,1,45,2,0,0,0,17
"313",63000,1800,3,2,63,2,0,0,0,38
"314",146000,1810,3,2,35,1,0,1,0,255
"315",95000,1801,3,2,45,1,0,1,0,97
"316",93900,1500,3,2,25,2,0,0,0,27
"317",22000,1414,3,1,35,2,0,0,0,279
"318",114000,3299,3,2,25,1,0,1,0,13
"319",143000,2136,3,2,8,1,0,1,0,103
"320",113000,1696,3,2,2,1,0,1,0,20
"321",155000,1757,3,2,8,1,1,1,0,219
"322",135000,1914,3,2,2,1,0,0,0,35
"323",128000,2134,3,2,1,2,0,1,0,73
"324",128900,1851,3,2,8,2,0,1,0,13
"325",103000,2246,3,2,25,2,0,1,0,9
"326",168000,1601,3,2,1,2,0,1,0,168
"327",109275,1150,3,2,1,2,0,0,0,3
"328",92000,1346,3,2,18,2,0,0,0,31
"329",117000,2320,3,2,25,2,0,0,0,84
"330",146715,2467,3,2,1,2,0,0,0,0
"331",150900,2458,3,2,1,2,0,0,0,239
"332",154650,2459,3,2,1,2,0,0,0,271
"333",157500,2458,3,2,1,2,0,0,0,290
"334",165330,2459,3,2,1,2,0,0,0,0
"335",62241,1615,3,2,25,2,0,0,0,2
"336",129000,2379,3,2,1,2,0,0,0,233
"337",287500,4033,3,4,25,1,1,1,0,22
"338",84500,1162,3,1,25,1,0,0,0,43
"339",118000,2798,3,2,25,1,0,1,0,188
"340",131900,2226,3,2,8,1,0,1,0,151
"341",120500,1977,3,2,2,1,0,1,0,43
"342",137500,1937,3,2,2,1,0,1,0,25
"343",79900,1009,3,1,35,1,1,0,0,10
"344",114000,1937,3,2,2,1,0,0,0,88
"345",118000,1933,3,2,2,1,0,0,0,15
"346",91500,1341,3,1,18,1,0,0,0,6
"347",75000,1594,3,1,35,1,0,0,0,177
"348",80000,1183,3,2,18,2,0,0,0,11
"349",103100,1772,3,2,1,2,0,0,0,0
"350",113400,1960,3,2,1,2,0,0,0,218
"351",122700,2087,3,2,1,2,0,0,0,1
"352",126600,2348,3,2,1,2,0,0,0,0
"353",126600,2348,3,2,1,2,0,0,0,0
"354",102800,1670,3,2,1,2,0,0,0,0
"355",111800,1937,3,2,1,2,0,0,0,30
"356",111900,1933,3,2,1,2,0,0,0,0
"357",113500,1960,3,2,1,2,0,0,0,103
"358",114500,1933,3,2,1,2,0,0,0,21
"359",121300,1977,3,2,1,2,0,0,0,133
"360",123200,2087,3,2,1,2,0,0,0,0
"361",123800,2105,3,2,1,2,0,0,0,212
"362",128600,2182,3,2,1,2,0,0,0,64
"363",129800,2348,3,2,1,2,0,0,0,0
"364",129800,2348,3,2,1,2,0,0,0,0
"365",129900,2348,3,2,1,2,0,0,0,3
"366",131800,2379,3,2,1,2,0,0,0,51
"367",132600,2348,3,2,1,2,0,0,0,75
"368",133400,2348,3,2,1,2,0,0,0,39
"369",157900,2827,3,2,1,2,0,0,0,122
"370",115000,2447,3,2,35,2,1,0,0,7
"371",67500,2419,3,2,25,2,0,0,0,0
"372",100000,1556,3,1,1,2,0,0,0,36
"373",109300,1886,3,2,1,2,0,0,0,143
"374",128200,2379,3,2,1,2,0,0,0,149
"375",122100,2087,3,2,1,2,0,0,0,0
"376",110800,1937,3,2,1,2,0,0,0,184
"377",111900,1933,3,2,1,2,0,0,0,191
"378",113100,1933,3,2,1,2,0,0,0,119
"379",129400,2182,3,2,1,2,0,0,0,209
"380",104000,2095,3,2,25,1,0,1,0,3
"381",80000,1486,3,1,35,1,0,1,0,163
"382",103500,2565,3,2,18,1,0,0,0,134
"383",72190,1349,3,2,35,1,0,0,0,25
"384",98000,1680,3,1,35,1,0,0,0,70
"385",85000,1300,3,1,25,1,0,0,0,199
"386",86000,2037,3,2,35,1,0,0,0,26
"387",210000,4046,3,3,35,1,0,0,0,185
"388",86000,1418,3,1,25,1,0,0,0,10
"389",102000,2376,3,1,45,2,0,1,0,91
"390",45000,1130,3,1,35,2,0,1,0,74
"391",89100,1917,3,2,18,2,0,1,0,52
"392",60000,1336,3,1,35,2,0,0,0,42
"393",72000,1394,3,1,18,2,0,0,0,21
"394",89000,1358,3,2,18,2,0,0,0,39
"395",51500,1700,3,2,35,2,0,0,0,13
"396",76000,1433,3,1,35,2,0,0,0,220
"397",76000,1178,3,1,35,2,0,0,0,44
"398",73500,1266,3,1,35,2,0,0,0,25
"399",112900,1215,3,2,8,1,0,1,0,86
"400",116900,1910,3,2,8,1,0,1,0,58
"401",121000,1952,3,2,8,1,0,1,0,68
"402",122000,1308,3,2,8,1,0,1,0,7
"403",114000,1744,3,2,8,1,0,1,0,72
"404",118750,2215,3,2,13,2,0,1,0,10
"405",98500,1152,3,2,5,2,0,0,0,11
"406",69000,1236,3,2,35,2,0,0,0,301
"407",45000,1300,3,1,35,2,0,1,0,177
"408",131000,2170,3,2,13,2,0,0,0,21
"409",184300,3013,4,2,25,1,0,1,0,122
"410",137500,2905,4,2,35,1,0,0,0,26
"411",265000,4688,4,3,63,2,0,1,0,139
"412",114000,2193,4,2,45,2,0,1,0,26
"413",153000,2789,4,2,63,2,0,0,0,261
"414",144000,2669,4,2,35,1,0,1,0,71
"415",118500,2550,4,2,35,1,0,0,0,124
"416",135000,2573,4,2,35,2,0,0,0,45
"417",159900,3657,4,2,35,1,1,1,0,116
"418",183500,3810,4,3,35,1,0,0,0,3
"419",142900,2936,4,2,35,1,0,1,0,16
"420",197000,3123,4,2,35,1,0,1,0,78
"421",182500,3078,4,2,35,1,0,1,0,7
"422",119900,2457,4,2,25,1,0,0,0,8
"423",150000,2800,4,2,25,1,0,1,0,13
"424",126000,1931,4,2,25,2,0,0,0,33
"425",237000,4244,4,3,25,1,1,0,0,29
"426",175000,2267,4,2,25,1,0,1,0,71
"427",617000,5673,4,4,25,1,1,1,1,46
"428",163000,2605,4,2,25,1,0,0,0,7
"429",162000,3280,4,2,25,2,0,1,0,46
"430",230000,5216,4,3,25,1,1,1,1,365
"431",118000,2978,4,2,25,2,0,1,0,55
"432",419900,5736,4,3,25,1,1,1,1,133
"433",178000,2432,4,2,25,1,0,1,0,45
"434",200000,3088,4,2,25,1,0,1,0,37
"435",154000,3179,4,3,25,2,0,0,0,123
"436",184700,3279,4,2,25,1,1,1,0,40
"437",275000,4681,4,4,25,1,1,1,0,53
"438",116500,2518,4,2,25,2,0,1,0,8
"439",170000,3323,4,2,18,2,1,1,0,4
"440",184000,3594,4,2,18,1,0,1,0,68
"441",177000,2353,4,2,18,2,1,1,0,49
"442",258000,4020,4,3,13,1,0,1,0,114
"443",214000,3122,4,2,13,1,0,1,0,34
"444",285500,3670,4,3,13,1,1,1,0,13
"445",325000,3812,4,3,13,1,0,1,0,3
"446",170000,2076,4,3,13,1,0,0,0,107
"447",193500,3438,4,2,13,2,0,1,0,318
"448",195500,2923,4,2,13,1,0,1,0,12
"449",336000,4133,4,3,13,1,0,1,1,57
"450",254000,3122,4,3,8,1,0,1,0,33
"451",204000,3222,4,2,8,2,0,1,0,74
"452",196900,2642,4,2,8,1,0,1,0,80
"453",168000,2760,4,2,8,2,1,1,0,1
"454",290000,4215,4,3,8,1,0,1,0,58
"455",163500,2517,4,2,8,1,0,1,0,15
"456",128000,2083,4,2,8,1,1,0,0,34
"457",154000,2235,4,2,5,1,0,1,0,18
"458",255000,3251,4,3,5,1,0,1,0,125
"459",344900,3972,4,2,5,1,0,1,0,128
"460",302000,4255,4,3,5,1,1,1,0,49
"461",280000,3983,4,3,5,1,0,1,1,89
"462",355000,4325,4,3,5,1,0,1,0,9
"463",143900,2948,4,3,5,1,0,1,0,6
"464",187400,2226,4,2,2,1,0,1,0,67
"465",142000,2532,4,2,2,1,0,1,1,227
"466",392250,3535,4,3,2,1,0,1,0,147
"467",440000,4411,4,3,2,1,1,1,0,20
"468",229900,3060,4,3,2,1,0,1,0,199
"469",144500,2122,4,2,2,1,0,0,0,110
"470",142000,2280,4,2,1,2,0,1,0,420
"471",242900,2866,4,3,1,2,0,1,0,301
"472",221000,3039,4,2,1,2,0,1,0,223
"473",147000,2280,4,2,1,2,0,1,0,406
"474",318600,3600,4,3,1,2,0,1,1,118
"475",126900,1886,4,2,1,2,0,1,0,44
"476",286000,3010,4,2,1,2,0,1,0,51
"477",168075,2624,4,2,1,2,0,1,0,66
"478",268900,3557,4,3,1,2,0,1,0,76
"479",159850,2376,4,2,1,2,0,1,1,241
"480",126500,1954,4,2,1,2,0,0,1,139
"481",180000,3993,4,2,25,1,0,1,0,114
"482",175000,3234,4,2,25,1,1,1,0,15
"483",295000,3731,4,3,18,1,0,1,1,77
"484",675000,5858,4,3,8,2,0,1,1,157
"485",164900,2669,4,2,25,1,0,1,0,9
"486",227500,3094,4,2,8,1,0,1,0,1
"487",118900,1872,4,2,25,1,0,0,0,8
"488",137800,2373,4,2,25,1,0,0,0,86
"489",158000,3593,4,2,25,1,1,1,0,516
"490",248900,3206,4,2,13,1,0,1,0,101
"491",137900,3150,4,2,25,1,0,1,0,33
"492",227500,3262,4,2,8,1,0,1,0,53
"493",175000,2948,4,2,25,1,0,1,0,94
"494",182500,3171,4,2,18,1,0,1,0,216
"495",219900,3333,4,3,25,2,0,1,0,144
"496",119637,2830,4,2,35,2,0,0,0,36
"497",175000,3756,4,2,35,1,0,0,0,118
"498",148900,2171,4,2,35,2,0,1,0,49
"499",136000,2210,4,3,25,2,0,0,0,196
"500",139900,4130,4,2,45,2,0,0,0,15
"501",150000,3425,4,2,35,1,0,1,1,7
"502",128900,2770,4,2,45,2,0,0,0,26
"503",64900,1970,4,1,35,2,0,1,0,70
"504",243900,2457,4,2,13,1,1,1,0,9
"505",400000,3133,4,3,8,1,0,1,0,51
"506",315000,2802,4,4,35,1,0,1,0,41
"507",360000,6213,4,5,25,1,1,1,0,418
"508",230000,3168,4,2,8,1,0,0,0,30
"509",210000,4315,4,2,25,2,0,1,0,60
"510",600000,6119,4,4,63,1,0,1,0,256
"511",173000,2532,4,2,63,2,0,0,0,1
"512",80000,2176,4,2,63,1,0,0,0,19
"513",71000,1949,4,2,45,2,0,1,0,95
"514",199000,2027,4,2,8,1,0,1,0,14
"515",226000,3368,4,2,1,1,0,1,0,135
"516",133000,1976,4,2,35,2,0,0,0,29
"517",85000,2072,4,2,25,2,0,1,0,11
"518",240000,2848,4,3,13,1,1,1,1,133
"519",225000,3137,4,2,5,1,0,1,0,169
"520",239900,3172,4,3,5,1,0,1,0,27
"521",178950,2350,4,2,2,1,0,1,0,16
"522",207249,3390,4,2,1,2,0,1,0,223
"523",167000,2696,4,2,13,1,0,0,0,174
"524",246000,3370,4,3,2,1,0,1,0,117
"525",90000,2411,4,2,25,1,0,0,0,75
"526",87500,1463,4,2,25,3,0,1,0,25
"527",158900,2523,4,2,1,2,0,0,0,11
"528",159691,2502,4,2,1,2,0,0,0,77
"529",180221,2816,4,3,1,2,0,0,0,0
"530",181900,2985,4,2,1,2,0,0,0,0
"531",106500,2019,4,1,25,3,0,0,0,21
"532",136900,2240,4,2,5,1,0,1,0,91
"533",174000,2768,4,2,2,1,0,1,0,16
"534",133400,2418,4,2,1,2,0,0,0,0
"535",134600,2418,4,2,1,2,0,0,0,0
"536",146000,2536,4,2,1,2,0,0,0,111
"537",152400,2842,4,2,1,2,0,0,0,97
"538",134300,2418,4,2,1,2,0,0,0,144
"539",120000,2222,4,2,35,2,0,0,0,150
"540",134200,2418,4,2,1,2,0,0,0,0
"541",134600,2418,4,2,1,2,0,0,0,0
"542",135700,2418,4,2,1,2,0,0,0,47
"543",136200,2418,4,2,1,2,0,0,0,0
"544",136900,2418,4,2,1,2,0,0,0,36
"545",154600,2932,4,2,1,2,0,0,0,221
"546",154600,2932,4,2,1,2,0,0,0,0
"547",155615,2842,4,2,1,2,0,0,0,80
"548",164300,2980,4,2,1,2,0,0,0,134
"549",165800,2980,4,2,1,2,0,0,0,126
"550",189801,3382,4,3,1,2,0,0,0,41
"551",94900,1485,4,2,1,2,0,0,0,26
"552",133000,2418,4,2,1,2,0,0,0,0
"553",133800,2418,4,2,1,2,0,0,0,2
"554",133800,2418,4,2,1,2,0,0,0,0
"555",133800,2418,4,2,1,2,0,0,0,0
